feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,shares
0.38423535985203044,-0.01502542689228534,0.07213069752565063,-0.7507771560571609,-0.5864478169513389,-0.726828655950549,-0.33126118690919637,0.42293919772691363,0.15761273069902282,0.28080167220773666,-0.5912026020257246,1.0026383440778786,-0.5247355236807215,0.2341705745766057,-0.05576688307686839,0.4160608942282508,-0.04161430411825136,0.3782700362436124,0.4875788186018994,0.03601172752375476,1
1.2599387994072815,-0.496467481865979,-0.0927859217728813,0.18386525078099958,-0.8024580089593984,0.43965118894299643,-0.3657656202416675,0.10611949362296773,-0.44101202576257753,0.25687026244274197,1.225889155437819,0.9932104498722122,1.4876612436194538,-1.137734460344955,0.2644117035832197,-0.9409858920776917,-0.8815563199443374,-0.07549841547369321,1.2746262477379442,-1.840379749312494,1
0.01518737560807942,-0.7514019808826825,1.5357282863869186,-2.4301466383801116,-0.12280159486168232,-0.7272254036807925,-1.0907420094396785,-1.8055259520852218,-0.2324580073844844,1.6344952181570187,0.9320931676467632,-0.443360850972321,0.4335220157423451,-0.6359518676410649,-1.5858624062220867,-0.9080777854504425,1.1247688308922172,-1.3089500694833962,0.5045076140764844,-2.4072200623728826,0
0.16094603924481743,0.09184733929184856,-1.062661393065712,-0.7066204339481812,0.498038154955066,0.472633158070024,0.5246212008905796,-1.4036060122632477,0.6485421843604161,0.9283490723627612,-1.2289088876269787,-0.20276575496420562,-0.07926355996091866,0.01581289708171978,-0.394568499805226,-0.4353144164098064,0.49155710954708487,-0.565875918269318,0.022612111177171768,-0.0531533855391141,0
-0.13712789185951416,-0.41598831772582,-0.21088128349361304,0.08520978675096118,0.33890038857006877,0.4521319158912203,0.2464331025892609,-0.6172957102976376,0.2784521702771352,-0.6254937587683056,-0.11771293715748189,-0.24535086309742152,0.317056408614165,-0.1540941652278092,-1.1726599145707446,0.006014274455695588,0.37083298512498847,-0.756300847163701,-0.1785687843597467,-0.08930158317271214,0
-0.2736555408272354,1.5157913096666633,0.2131552198374365,-1.376772273623522,-0.35649135024982054,-1.8175701956233612,-1.363205076545248,0.5950345697084519,0.21438902309285224,1.1412290362008648,-1.2288395982233629,0.13780652145880537,-2.3582092758403492,-0.1553334755027918,0.11052511971559531,-0.2564865540774344,0.898549004229115,1.1861312062882885,0.939562755033407,0.6060543140766244,1
-0.5780236390473805,1.6966275035729084,0.589572069300749,-0.07657177684263067,-0.8695669903036705,-0.891970632489368,0.2625229293684618,0.193235732759662,0.4528335140373454,1.9324544544405355,-0.7385630070096839,-0.05727964485142183,-1.133486330521603,0.0422971596728185,2.0817707285852176,0.9767074993861241,-0.39286370243936547,1.0704766242095831,1.45515148768691,1.298486492026003,1
-0.0310240464054405,-0.04545774335091761,-0.4364523937473286,0.26716405866522436,-0.9719861701427952,1.2492540405581098,0.45978171725870065,0.4951081425080229,0.18782181432246775,0.5471448672957311,-0.015124273736150488,-0.12814574631146886,1.0099257150921777,0.08403174725883468,0.17560908999408942,0.2406637603067041,0.10688152421788337,-0.20920847825699462,-1.5718582782767703,0.7027468379420957,0
-0.6011050709255514,-0.8183992543150463,1.6541448850130849,0.13817783513023033,0.5119243424808824,-0.0021158932921143433,0.6822101709292756,0.8025142182142638,0.12311588323017998,0.9299512982472138,1.255135460698451,0.030611633041932592,0.583158108149802,0.008949946016308644,-1.1314955645029678,-0.3522726777481267,0.6938377204900316,-2.1416297625914433,0.8672861907013365,-0.95907331872809,0
-1.3020710748257949,0.7038487010628978,2.1220523692825126,-0.9129674708005824,-1.0146863859241695,0.16132067995918759,-1.2642803720845954,-0.5975233741037949,1.0578519435435692,-0.15564999218583161,0.7304924730907818,-0.1296716046330542,-2.5087983798991975,1.1780140623021733,-0.18367059165206778,1.747089487708674,0.166256790129391,-0.5168218226091005,-0.5996382160095087,1.3625556313696505,0
1.000807587665153,-0.021469846496404696,0.9842316686237761,-0.22242118364429775,-0.225686734893749,-1.9505077440716994,0.651439878319465,0.22328402365733832,-0.63189384052047,-0.6141859669343821,1.0279523798524,0.3820059418952102,1.3466487463943788,-0.48006437396980256,-0.7321044604441783,1.4140463431196855,-1.5148511854055364,1.510904799381633,0.4889901931440558,-0.6161606850382263,1
-0.6859504044901743,-0.5860599290459481,0.5207414891692214,-0.7142932314986056,-1.9782569830341998,-0.885090504313958,-0.22973147929284948,-0.03592174690531146,0.710897446966902,0.11537012407490059,0.35061616302706605,-1.11123503183377,-0.2628236112658746,-0.011592454086670936,-0.7020052082178327,-1.4774541205958616,0.5531231727829776,0.1494100727657025,0.36521133321352206,-0.34414812285048507,1
-0.45650914664056597,1.2129378480831416,0.6110245155325104,-1.2233811953342024,-0.28654885749767706,-1.41192364099784,-0.6873900131200651,-0.6032238073341657,-0.05460424632812933,1.441786343173321,-0.7860244466948458,-0.29231448188273157,-0.5755485053197872,0.22733561415520695,1.0740570538445346,0.46292252893474917,0.0807200953609743,0.8381476734503437,1.3577843147038455,0.17385888617669723,1
-0.20725890849102188,-1.2687152023874362,-0.08344290294808593,0.3431922520833934,-1.8683920220855563,-0.4746152121021358,1.0953461557402662,-1.549629823437718,-0.2447071012381933,-1.8146725835364363,-0.11063999085942565,0.009862405910488991,1.8488986739866495,-0.02636619462752801,0.7484008286787585,0.1288072219442851,-1.4530228707506845,-0.7207670914879551,0.4925004169379163,-0.8065177650661879,1
-0.8677983857767206,1.6473163651000198,3.6241592290797335,-1.0669826843515422,-0.13523089308889147,-0.5730517938404707,-0.7999184101018176,1.2460792547984179,1.5593365924511269,0.6898593808248058,2.639942001754537,0.20271641187024436,-2.5973495060832046,2.007788391646364,-1.3409775334843486,1.0525794879349994,-0.7302013285016071,-1.9460503108918537,0.08427735002059236,0.6218280274334113,0
